Puesto Institucional,Grado jerarquico o escala al que pertenece el puesto,Remuneracion mensual unificada,Remuneracion unificada (anual),Decimo Tercera Remuneracion,Decima Cuarta Remuneracion,Horas suplementarias y extraordinarias,Encargos y subrogaciones,Total ingresos adicionales
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,99.92,31.25,112.10,0.00,243.27
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
INGENIERO DE OPERACIONES Y COMPLETACIÓN,5,3739.53,44874.36,321.27,31.25,115.68,0.00,468.20
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,105.11,31.25,174.38,0.00,310.74
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
SUPERVISOR DE CONSTRUCCIONES,5,3441.84,41302.08,286.82,31.25,0.00,0.00,318.07
AYUDANTE DE ALMACÉN,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,69.10,31.25,33.17,0.00,133.52
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,45.65,31.25,82.84,550.00,709.74
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,41.86,31.25,37.30,550.00,660.41
TÉCNICO MECÁNICO DE OVERHAUL TALLER,3,1204.00,14448.00,100.33,31.25,0.00,0.00,131.58
OPERADOR DE ISLA,3,1334.00,16008.00,121.36,31.25,122.29,0.00,274.90
OPERADOR DE ISLA,3,1334.00,16008.00,111.17,31.25,0.00,0.00,142.42
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
TÉCNICO ELÉCTRICO (LÍNEAS),3,573.81,6885.72,47.82,31.25,0.00,0.00,79.07
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,105.11,31.25,174.38,0.00,310.74
TÉCNICO ELÉCTRICO,3,2276.16,27313.92,189.68,31.25,0.00,0.00,220.93
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
MENSAJERO,1,1055.23,12662.76,87.94,31.25,0.00,0.00,119.19
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,73.75,31.25,0.00,0.00,105.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
OPERADOR DE ISLA ( E ),3,528.00,6336.00,49.18,31.25,62.15,487.00,629.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
ASISTENTE DE LEVANTAMIENTO ARTIFICIAL,2,1334.00,16008.00,111.17,31.25,0.00,0.00,142.42
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
ESPECIALISTA EN REPARACIÓN ( E ),4,1597.00,19164.00,133.08,31.25,0.00,402.00,566.33
TÉCNICO MECÁNICO,3,1204.00,14448.00,100.33,31.25,0.00,0.00,131.58
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,74.90,31.25,13.83,0.00,119.98
SUPERVISOR DE REFINERÍA,5,3360.00,40320.00,280.00,31.25,0.00,0.00,311.25
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
SUPERINTENDENTE DE OPERACIONES,6,4967.00,59604.00,413.92,31.25,0.00,0.00,445.17
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
CAPATAZ DE SEGURIDAD Y AMBIENTE ( E ),1,796.00,9552.00,69.10,31.25,33.17,0.00,133.52
SUPERVISOR DE SEGURIDAD Y AMBIENTE,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
OPERADOR DE PLANTA,3,1334.00,16008.00,122.63,31.25,137.58,0.00,291.46
TÉCNICO DE SEGURIDAD Y AMBIENTE ( E ),3,796.00,9552.00,66.33,31.25,0.00,219.00,316.58
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
COORDINADOR DE GENERACIÓN ELÉCTRICA TRANSMISIÓN Y DISTRIB ( E ),5,856.00,10272.00,71.33,31.25,0.00,1359.00,1461.58
OPERADOR DE REFINERÍA ( E ),3,1087.00,13044.00,97.85,31.25,87.19,267.00,483.29
AYUDANTE PAV,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
ANALISTA DE MONITOREO ( E ),3,885.00,10620.00,73.75,31.25,0.00,130.00,235.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
CAPATAZ DE SEGURIDAD Y AMBIENTE ( E ),3,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
MENSAJERO,1,795.00,9540.00,66.25,31.25,0.00,0.00,97.50
INGENIERO DE SOPORTE DE CONSTRUCCIONES,4,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
OPERADOR DE ISLA  ( S ),3,740.00,8880.00,68.92,31.25,87.10,610.00,797.27
ESPECIALISTA DE INFRAESTRUCTURA DE TI,4,2229.00,26748.00,196.39,31.25,127.70,0.00,355.34
AYUDANTE AUTOMOTRIZ,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
ASISTENTE ADMINISTRATIVA,2,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
SUPERVISOR DE INSTRUMENTACIÓN ( E ),5,1861.00,22332.00,155.08,31.25,0.00,354.00,540.33
OPERADOR DE PLANTA,3,1334.00,16008.00,113.71,31.25,30.57,0.00,175.53
AYUDANTE DE PRODUCCIÓN,1,796.00,9552.00,108.90,31.25,510.77,0.00,650.92
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
CAPATAZ DE SEGURIDAD Y AMBIENTE ( E ),3,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA,3,1334.00,16008.00,122.63,31.25,137.57,0.00,291.45
SUPERVISOR DE PRODUCCIÓN ( E ),5,2133.23,25598.76,222.21,31.25,533.30,81.77,868.53
INGENIERO DE CORROSIÓN Y QUÍMICOS,5,2953.00,35436.00,286.07,31.25,479.86,0.00,797.18
ANALISTA DE CONTRATOS ( E ),3,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
OPERADOR DE PLANTA DE GENERACIÓN PATIO,3,573.81,6885.72,73.57,31.25,309.02,0.00,413.84
ENFERMERA/O,3,2285.11,27421.32,190.43,31.25,0.00,0.00,221.68
COORDINADOR RODA,5,4125.00,49500.00,343.75,31.25,0.00,0.00,375.00
INGENIERO DE AUTOMATIZACIÓN,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
TÉCNICO DE INTEGRIDAD MECÁNICA ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
FISCALIZADOR RODA,5,2953.00,35436.00,278.89,31.25,393.73,0.00,703.87
AYUDANTE DE CONSTRUCCIONES,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,95.77,31.25,62.28,0.00,189.30
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
INGENIERO DE LEVANTAMIENTO ARTIFICIAL,5,2600.00,31200.00,216.67,31.25,0.00,0.00,247.92
OPERADOR DE PLANTA DE GENERACIÓN,3,573.81,6885.72,47.82,31.25,0.00,0.00,79.07
TÉCNICO MECÁNICO,3,578.00,6936.00,48.17,31.25,0.00,0.00,79.42
SUPERVISOR DE INSTRUMENTACIÓN,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
CAPATAZ DE SEGURIDAD Y AMBIENTE ( E ),1,796.00,9552.00,67.44,31.25,13.27,0.00,111.96
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
TÉCNICO MECÁNICO TORNERO ( E ),3,574.00,6888.00,47.83,31.25,0.00,441.00,520.08
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
OPERADOR DE PLANTA,3,1334.00,16008.00,122.63,31.25,137.57,0.00,291.45
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,67.58,31.25,14.93,0.00,113.76
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA,3,1334.00,16008.00,131.55,31.25,244.57,0.00,407.37
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,102.00,31.25,137.01,0.00,270.26
ASISTENTE DE CONTROL DE DOCUMENTOS ( E ),2,465.00,5580.00,38.75,31.25,0.00,222.00,292.00
ADMINISTRADOR ALERT ( E ),3,796.00,9552.00,66.33,31.25,0.00,219.00,316.58
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE PRODUCCIÓN,1,531.00,6372.00,45.63,31.25,16.60,0.00,93.48
BODEGUERO (CL),2,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
FISCALIZADOR RODA,5,2736.00,32832.00,281.20,31.25,638.40,0.00,950.85
ESPECIALISTA DE APLICACIONES DE NEGOCIOS,4,2960.77,35529.24,249.81,31.25,37.01,0.00,318.07
BODEGUERO (CL),2,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
TÉCNICO MECÁNICO,3,1890.06,22680.72,162.43,31.25,59.07,0.00,252.75
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
INGENIERO DE OPERACIONES Y COMPLETACIÓN,5,2736.00,32832.00,265.50,31.25,450.02,0.00,746.77
TÉCNICO MECÁNICO ( E ),3,885.00,10620.00,77.43,31.25,44.16,130.00,282.84
INGENIERO DE CONFIABILIDAD ( E ),5,1638.00,19656.00,136.50,31.25,0.00,577.00,744.75
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,41.86,31.25,37.30,550.00,660.41
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,44.52,31.25,69.27,550.00,695.04
AYUDANTE DE ALMACÉN,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
INGENIERO DE LEVANTAMIENTO ARTIFICIAL,5,2470.00,29640.00,205.83,31.25,0.00,0.00,237.08
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
RESERVORISTA,5,3363.00,40356.00,280.25,31.25,0.00,0.00,311.50
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE REACONDICIONAMIENTO,1,1334.00,16008.00,111.17,31.25,0.00,0.00,142.42
RELACIONADOR COMUNITARIO,4,1419.00,17028.00,118.25,31.25,0.00,0.00,149.50
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
TÉCNICO ELÉCTRICO (LÍNEAS) ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,99.92,31.25,112.10,0.00,243.27
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA DE GENERACIÓN,3,573.81,6885.72,51.65,31.25,46.02,0.00,128.92
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
AYUDANTE AUTOMOTRIZ,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
TÉCNICO DE INTEGRIDAD MECÁNICA ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
TÉCNICO DE INTEGRIDAD MECÁNICA ( E ),3,465.00,5580.00,39.11,31.25,4.36,550.00,624.72
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
SUPERVISOR DE PRODUCCIÓN,5,2953.00,35436.00,283.00,31.25,442.97,0.00,757.22
SUPERVISOR DE MOVIMIENTO DE TIERRAS,5,2470.00,29640.00,205.83,31.25,0.00,0.00,237.08
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
MENSAJERO,1,795.00,9540.00,66.25,31.25,0.00,0.00,97.50
AYUDANTE DE MANTENIMIENTO,1,513.00,6156.00,44.88,31.25,25.60,0.00,101.73
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
TÉCNICO DE SEGURIDAD Y AMBIENTE ( E ),3,796.00,9552.00,66.33,31.25,0.00,219.00,316.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
AYUDANTE DE CONSTRUCCIONES,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
SUPERVISOR DE PRODUCCIÓN,5,2736.00,32832.00,243.20,31.25,182.40,0.00,456.85
JEFE DE CAMPO ( E ),7,3360.00,40320.00,280.00,31.25,0.00,2740.00,3051.25
ANALISTA DE TI,3,1869.78,22437.36,155.81,31.25,0.00,0.00,187.06
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,73.75,31.25,0.00,0.00,105.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,73.75,31.25,0.00,0.00,105.00
BODEGUERO,2,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
AYUDANTE DE CONSTRUCCIONES,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
ANALISTA CONTRATOS ESPECIALES,3,2229.00,26748.00,185.75,31.25,0.00,0.00,217.00
SUPERVISOR DE PRODUCCIÓN ( E ),5,1334.00,16008.00,133.40,31.25,266.80,881.00,1312.45
TÉCNICO ELÉCTRICO (LÍNEAS) ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE ISLA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
TÉCNICO MECÁNICO ( E ),3,904.00,10848.00,75.33,31.25,0.00,111.00,217.58
CAPATAZ DE SEGURIDAD Y AMBIENTE,2,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
OPERADOR DE ISLA ( E ),3,796.00,9552.00,80.01,31.25,164.17,219.00,494.43
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
TÉCNICO ELÉCTRICO (LÍNEAS),3,573.81,6885.72,47.82,31.25,0.00,0.00,79.07
TÉCNICO ELÉCTRICO (LÍNEAS) ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
SUPERVISOR DE CONSTRUCCIONES,5,3369.20,40430.40,280.77,31.25,0.00,0.00,312.02
TÉCNICO ELÉCTRICO PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
INGENIERO DE SOPORTE DE INTEGRIDAD MECÁNICA ( E ),4,607.00,7284.00,50.58,31.25,0.00,892.00,973.83
OPERADOR DE EQUIPOS FLUVIALES,3,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
ESPECIALISTA DE APLICACIONES DE NEGOCIOS,4,2957.20,35486.40,246.43,31.25,0.00,0.00,277.68
TÉCNICO ELÉCTRICO ( E ),3,465.00,5580.00,38.75,31.25,0.00,366.67,436.67
OPERADOR DE PLANTA,3,1334.00,16008.00,111.17,31.25,0.00,0.00,142.42
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,885.00,10620.00,79.67,31.25,70.98,130.00,311.90
OPERADOR DE ISLA ( E ),3,885.00,10620.00,79.67,31.25,70.98,130.00,311.90
OPERADOR DE PROCESO CCO,3,1334.00,16008.00,123.90,31.25,152.86,0.00,308.01
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
SUPERVISOR ELÉCTRICO ( E ),5,465.00,5580.00,38.75,31.25,0.00,1750.00,1820.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
FISCALIZADOR RODA,5,3360.00,40320.00,312.67,31.25,392.00,0.00,735.92
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
SUPERVISOR DE INSTRUMENTACIÓN,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
OPERADOR DE VACUUM,2,906.30,10875.60,83.31,31.25,93.46,0.00,208.02
AYUDANTE DE CONSTRUCCIONES,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,98.89,31.25,99.64,0.00,229.78
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,96.81,31.25,74.74,0.00,202.80
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE AUTOBOMBA,2,1204.00,14448.00,100.33,31.25,0.00,0.00,131.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,67.57,31.25,14.84,0.00,113.66
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
TÉCNICO ELÉCTRICO OVERHAUL ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
AYUDANTE DE ALMACÉN,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
AYUDANTE DE CONSTRUCCIONES,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
SUPERVISOR ELÉCTRICO,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
TÉCNICO ELÉCTRICO DE AIRE ACONDICIONADO,3,573.81,6885.72,47.82,31.25,0.00,0.00,79.07
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
OPERADOR DE PLANTA ( E ),3,1087.00,13044.00,106.72,31.25,193.62,0.00,331.59
ESPECIALISTA DE SERVICIOS TECNOLÓGICOS,5,2277.00,27324.00,193.90,31.25,49.81,0.00,274.96
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
BODEGUERO (CL),2,1597.00,19164.00,133.08,31.25,0.00,0.00,164.33
TÉCNICO ELÉCTRICO OVERHAUL ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
SUPERVISOR DE REACONDICIONAMIENTO ( E ),5,1815.00,21780.00,162.59,31.25,136.14,400.00,729.98
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
OPERADOR DE PLANTA DE GENERACIÓN ( E ),3,465.00,5580.00,41.86,31.25,37.30,550.00,660.41
INGENIERO DE AUTOMATIZACIÓN,5,2599.00,31188.00,216.58,31.25,0.00,0.00,247.83
TÉCNICO MECÁNICO,3,1204.00,14448.00,100.33,31.25,0.00,0.00,131.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,67.44,31.25,13.27,0.00,111.96
ESPECIALISTA DE SEGURIDAD Y AMBIENTE ( E ),4,796.00,9552.00,66.33,31.25,0.00,703.00,800.58
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE MANTENIMIENTO,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
TÉCNICO ELÉCTRICO ( E ),3,465.00,5580.00,40.85,31.25,25.19,550.00,647.29
TÉCNICO DE LABORATORIO,3,1354.00,16248.00,112.83,31.25,0.00,0.00,144.08
SUPERINTENDENTE DE OPERACIONES,6,4967.00,59604.00,413.92,31.25,0.00,0.00,445.17
INGENIERO DE LEVANTAMIENTO ARTIFICIAL,5,2600.00,31200.00,216.67,31.25,0.00,0.00,247.92
ESPECIALISTA EN REPARACIÓN ( E ),4,2229.00,26748.00,185.75,31.25,0.00,0.00,217.00
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,73.75,31.25,0.00,0.00,105.00
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,97.85,31.25,87.19,0.00,216.29
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,90.58,31.25,0.00,0.00,121.83
OPERADOR DE PLANTA,3,1334.00,16008.00,114.99,31.25,45.86,0.00,192.10
OPERADOR DE PLANTA,3,1334.00,16008.00,118.81,31.25,91.71,0.00,241.77
ANALISTA DE MONITOREO,3,2229.00,26748.00,185.75,31.25,0.00,0.00,217.00
OPERADOR DE ISLA,3,1334.00,16008.00,213.03,31.25,1222.42,0.00,1466.70
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
AYUDANTE DE PRODUCCIÓN,1,1087.00,13044.00,91.62,31.25,12.46,0.00,135.33
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
AYUDANTE PAV,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
OPERADOR DE ISLA,3,1334.00,16008.00,137.88,31.25,320.58,0.00,489.71
AYUDANTE DE MANTENIMIENTO,1,885.00,10620.00,76.66,31.25,34.94,0.00,142.85
TÉCNICO ELÉCTRICO OVERHAUL ( E ),3,465.00,5580.00,38.75,31.25,0.00,550.00,620.00
AYUDANTE DE SEGURIDAD Y AMBIENTE,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
TÉCNICO MECÁNICO,3,578.00,6936.00,48.17,31.25,0.00,0.00,79.42
TÉCNICO MECÁNICO PLANTA DE GENERACIÓN ( E ),3,885.00,10620.00,80.50,31.25,81.04,130.00,322.79
OPERADOR DE ISLA ( E ),3,1087.00,13044.00,112.38,31.25,261.57,0.00,405.20
OPERADOR DE VACUUM,2,1196.00,14352.00,99.67,31.25,0.00,0.00,130.92
OPERADOR DE PLANTA,3,1334.00,16008.00,120.08,31.25,107.00,0.00,258.33
OPERADOR DE PLANTA,3,1334.00,16008.00,122.63,31.25,137.57,0.00,291.45
AYUDANTE DE CONSTRUCCIONES,1,465.00,5580.00,38.75,31.25,0.00,0.00,70.00
AYUDANTE DE ALMACÉN,1,796.00,9552.00,66.33,31.25,0.00,0.00,97.58
